date,product_id,product_name,price,demand,day_of_week,discount,rating,sentiment_score,competitor_price
2024-02-28,P17,Portable SSD,487.18,5,Wednesday,0,4.64,0.73,466.94
2024-05-29,P17,Portable SSD,415.58,5,Wednesday,15,4.17,0.46,439.92
2024-03-30,P17,Portable SSD,443.93,5,Saturday,5,4.75,0.79,442.64
2023-02-18,P17,Portable SSD,422.89,5,Saturday,10,4.46,0.7,399.85
2024-05-16,P17,Portable SSD,460.2,5,Thursday,5,4.72,0.86,457.49
2024-08-09,P17,Portable SSD,382.35,30,Friday,20,4.35,0.62,355.96
2023-07-19,P17,Portable SSD,494.75,5,Wednesday,0,4.87,0.87,466.04
2023-04-23,P17,Portable SSD,425.25,5,Sunday,15,4.3,0.51,439.92
2024-06-29,P17,Portable SSD,410.77,5,Saturday,15,4.46,0.73,408.48
2023-02-17,P17,Portable SSD,451.93,5,Friday,5,4.37,0.67,436.8
2024-04-16,P17,Portable SSD,423.51,5,Tuesday,15,3.6,0.01,423.97
2023-08-15,P17,Portable SSD,424.77,5,Tuesday,10,4.45,0.65,398.34
2023-11-01,P17,Portable SSD,494.59,5,Wednesday,0,3.82,0.28,477.21
2024-06-04,P17,Portable SSD,464.62,5,Tuesday,5,4.76,0.83,455.42
2024-09-10,P17,Portable SSD,443.74,5,Tuesday,10,4.18,0.39,429.66
2023-11-03,P17,Portable SSD,461.99,5,Friday,5,4.91,1.04,441.66
2023-06-10,P17,Portable SSD,424.46,5,Saturday,15,4.69,0.83,396.89
2023-06-10,P17,Portable SSD,447.73,5,Saturday,5,3.63,0.04,439.02
2023-04-02,P17,Portable SSD,454.09,5,Sunday,5,3.55,0.07,448.57
2023-07-30,P17,Portable SSD,397.77,23,Sunday,20,4.81,0.92,392.66
2023-05-28,P17,Portable SSD,436.55,5,Sunday,10,4.84,0.87,416.69
2023-09-18,P17,Portable SSD,399.82,5,Monday,15,3.85,0.3,378.61
2023-07-22,P17,Portable SSD,383.35,15,Saturday,20,3.69,0.17,379.03
2024-08-16,P17,Portable SSD,399.72,33,Friday,20,4.32,0.47,419.2
2023-07-07,P17,Portable SSD,388.08,5,Friday,20,3.59,0.11,409.77
2024-02-16,P17,Portable SSD,474.5,5,Friday,0,4.1,0.45,445.28
2024-07-07,P17,Portable SSD,445.31,5,Sunday,5,4.13,0.49,441.45
2023-07-11,P17,Portable SSD,379.4,44,Tuesday,20,4.75,0.74,391.47
2024-03-15,P17,Portable SSD,448.26,5,Friday,10,3.89,0.24,468.19
2023-03-30,P17,Portable SSD,419.78,5,Thursday,15,3.61,-0.01,448.06
2024-04-20,P17,Portable SSD,496.03,5,Saturday,0,4.61,0.7,475.35
2024-11-04,P18,Router,512.77,5,Monday,10,3.84,0.16,506.15
2024-12-22,P18,Router,508.96,5,Sunday,10,3.61,0.1,490.85
2024-03-09,P18,Router,519.87,5,Saturday,5,4.02,0.41,542.32
2024-03-24,P18,Router,438.23,41,Sunday,20,4.24,0.49,420.02
2024-11-01,P18,Router,473.63,27,Friday,15,3.72,0.23,498.71
2023-12-05,P18,Router,525.82,5,Tuesday,5,4.42,0.64,540.63
2023-12-19,P18,Router,488.89,5,Tuesday,10,4.04,0.42,489.83
2024-09-27,P18,Router,541.47,5,Friday,5,4.61,0.73,566.77
2024-06-05,P18,Router,533.49,5,Wednesday,5,3.82,0.12,534.23
2024-10-14,P18,Router,435.84,21,Monday,20,3.79,0.24,435.71
2024-12-21,P18,Router,567.45,5,Saturday,0,4.35,0.57,580.79
2023-03-03,P18,Router,498.98,5,Friday,10,4.6,0.79,502.04
2024-10-07,P18,Router,553.39,5,Monday,0,4.31,0.52,558.79
2023-04-23,P18,Router,467.28,35,Sunday,15,4.82,0.88,490.81
2023-08-01,P18,Router,562.83,5,Tuesday,0,4.33,0.52,582.15
2024-01-16,P18,Router,560.42,5,Tuesday,0,4.24,0.47,552.73
2024-04-01,P18,Router,431.88,38,Monday,20,3.87,0.19,431.75
2024-12-02,P18,Router,474.8,14,Monday,15,4.85,0.95,481.0
2024-04-26,P18,Router,536.34,5,Friday,5,4.62,0.7,535.12
2024-06-18,P18,Router,543.47,5,Tuesday,5,4.81,0.92,559.86
2024-06-17,P18,Router,560.77,5,Monday,0,4.51,0.75,582.1
2023-01-20,P18,Router,435.28,94,Friday,20,4.48,0.67,457.45
2023-06-27,P18,Router,544.39,5,Tuesday,0,3.91,0.27,563.9
2023-11-09,P18,Router,465.78,74,Thursday,15,4.76,0.92,446.09
2024-05-09,P18,Router,475.14,5,Thursday,15,3.55,0.03,455.31
2024-09-30,P18,Router,549.82,5,Monday,0,4.34,0.57,575.05
2023-12-30,P18,Router,481.47,5,Saturday,15,3.63,0.18,470.23
2024-06-20,P18,Router,539.11,5,Thursday,5,3.92,0.29,525.69
2023-05-04,P18,Router,568.13,5,Thursday,0,4.78,0.76,565.37
2023-04-12,P18,Router,546.25,5,Wednesday,0,4.32,0.48,532.8
2023-04-14,P18,Router,459.72,5,Friday,20,3.92,0.23,454.86
2024-06-16,P18,Router,439.49,34,Sunday,20,4.39,0.58,443.94
2024-09-03,P18,Router,437.05,28,Tuesday,20,3.93,0.22,438.26
2024-10-27,P18,Router,470.95,44,Sunday,15,4.28,0.42,496.64
2023-03-05,P18,Router,448.54,63,Sunday,20,4.79,0.77,459.45
2024-10-10,P18,Router,512.59,5,Thursday,10,3.56,0.01,522.59
2024-02-08,P18,Router,439.5,46,Thursday,20,4.33,0.65,421.37
2024-03-31,P18,Router,549.35,5,Sunday,0,4.11,0.4,579.32
2023-01-17,P18,Router,483.08,5,Tuesday,15,4.47,0.58,481.0
2023-09-09,P18,Router,544.98,5,Saturday,5,3.54,0.05,541.48
2024-05-06,P18,Router,459.54,41,Monday,20,4.9,0.84,443.56
2024-09-22,P18,Router,453.72,67,Sunday,20,3.67,0.18,462.19
2023-08-03,P18,Router,549.26,5,Thursday,0,4.6,0.65,521.68
2024-06-07,P18,Router,564.48,5,Friday,0,4.25,0.57,553.17
2023-06-16,P18,Router,441.26,85,Friday,20,4.77,0.89,426.0
2024-07-21,P18,Router,483.4,5,Sunday,15,3.75,0.22,513.2
2023-01-29,P18,Router,562.92,5,Sunday,0,4.99,0.99,545.04
2024-01-25,P18,Router,460.46,63,Thursday,20,3.85,0.25,488.1
2024-12-29,P18,Router,518.74,5,Sunday,5,4.64,0.83,530.56
2024-02-25,P18,Router,521.33,5,Sunday,5,4.47,0.58,527.9
2024-03-14,P18,Router,540.63,5,Thursday,5,4.04,0.32,529.77
2024-04-20,P18,Router,550.55,5,Saturday,0,4.54,0.65,571.67
2023-04-30,P18,Router,515.98,5,Sunday,10,4.55,0.79,521.79
2023-12-19,P18,Router,531.79,5,Tuesday,5,3.82,0.13,548.71
2023-12-04,P18,Router,536.8,5,Monday,5,3.97,0.4,512.82
2024-12-20,P18,Router,516.81,5,Friday,5,3.93,0.21,494.71
2023-08-25,P18,Router,507.21,5,Friday,10,4.05,0.44,521.21
2023-10-23,P18,Router,510.22,5,Monday,10,3.61,0.02,519.3
2024-09-14,P18,Router,520.41,5,Saturday,5,4.87,0.9,535.11
2024-06-22,P18,Router,542.92,5,Saturday,5,4.88,0.87,563.09
2024-01-11,P18,Router,437.17,51,Thursday,20,4.68,0.87,432.67
2024-06-08,P18,Router,519.59,5,Saturday,5,3.91,0.26,539.98
2023-10-26,P18,Router,444.32,85,Thursday,20,3.71,0.07,430.45
2024-11-21,P18,Router,522.17,5,Thursday,5,3.94,0.32,492.36
2024-12-23,P18,Router,483.65,13,Monday,15,4.88,0.98,484.98
2024-09-30,P18,Router,553.88,5,Monday,0,4.49,0.58,533.96
2024-08-26,P18,Router,449.26,57,Monday,20,4.4,0.54,467.9
2023-05-30,P18,Router,461.9,14,Tuesday,15,4.44,0.6,477.87
2024-06-02,P18,Router,457.54,34,Sunday,20,4.01,0.31,435.38
2024-04-12,P18,Router,449.77,89,Friday,20,4.89,0.85,432.43
2024-09-19,P18,Router,531.11,5,Thursday,5,4.72,0.85,546.38
2023-08-25,P18,Router,537.06,5,Friday,5,3.64,0.14,555.24
2023-08-20,P18,Router,442.02,60,Sunday,20,3.86,0.26,421.73
2023-08-10,P18,Router,492.71,5,Thursday,10,4.61,0.69,497.19
2023-12-27,P18,Router,459.49,55,Wednesday,15,4.23,0.49,476.42
2024-06-24,P18,Router,439.19,95,Monday,20,4.84,0.93,451.61
2024-12-24,P18,Router,518.21,5,Tuesday,5,4.38,0.52,497.72
2023-06-13,P18,Router,555.28,5,Tuesday,0,4.87,0.91,534.33
2023-03-24,P18,Router,450.01,35,Friday,20,4.42,0.6,424.3
2024-01-18,P18,Router,512.84,5,Thursday,10,4.97,0.9,502.27
2023-10-31,P18,Router,488.12,21,Tuesday,15,4.75,0.78,493.1
2023-07-01,P18,Router,535.55,5,Saturday,5,3.67,0.11,514.82
2024-12-11,P18,Router,533.17,5,Wednesday,5,4.85,0.93,554.43
2024-07-23,P18,Router,566.85,5,Tuesday,0,4.35,0.65,566.25
2024-10-02,P18,Router,522.61,5,Wednesday,5,4.23,0.52,519.46
2024-07-11,P18,Router,482.01,5,Thursday,15,4.83,0.83,456.93
2023-03-09,P18,Router,433.03,46,Thursday,20,4.59,0.72,451.61
2024-06-20,P18,Router,480.01,5,Thursday,15,3.71,0.05,481.27
2024-11-17,P18,Router,462.91,66,Sunday,15,4.74,0.82,462.08
2023-05-16,P18,Router,504.21,5,Tuesday,10,3.69,0.22,486.15
2023-01-29,P18,Router,487.52,5,Sunday,10,4.6,0.72,479.86
2023-02-03,P18,Router,431.71,21,Friday,20,3.56,0.03,440.73
2024-02-11,P18,Router,531.06,5,Sunday,5,3.62,0.13,514.84
2024-07-31,P18,Router,473.18,5,Wednesday,15,4.62,0.8,447.14
2023-10-12,P18,Router,466.71,28,Thursday,15,4.39,0.6,451.41
2024-03-28,P18,Router,433.39,15,Thursday,20,3.59,0.15,433.02
2024-09-06,P18,Router,527.36,5,Friday,5,4.66,0.74,554.31
2023-10-08,P18,Router,571.11,5,Sunday,0,4.2,0.51,582.77
2023-08-22,P18,Router,538.98,5,Tuesday,5,4.92,0.85,561.89
2024-03-16,P18,Router,466.88,29,Saturday,15,4.68,0.86,464.61
2023-03-08,P18,Router,445.36,37,Wednesday,20,4.36,0.61,443.94
2023-02-25,P18,Router,486.58,5,Saturday,15,4.4,0.54,480.46
2023-03-17,P18,Router,480.4,5,Friday,15,3.62,0.13,491.64
2024-05-22,P18,Router,507.7,5,Wednesday,10,4.82,0.9,488.78
2024-04-07,P18,Router,502.12,5,Sunday,10,3.52,0.06,529.96
2023-06-21,P18,Router,446.18,39,Wednesday,20,4.14,0.39,459.1
2024-07-26,P18,Router,473.37,29,Friday,15,4.96,0.95,484.07
2024-06-18,P18,Router,457.14,5,Tuesday,20,3.59,0.09,430.55
2023-03-25,P18,Router,530.6,5,Saturday,5,4.78,0.89,501.45
2024-02-07,P18,Router,436.18,54,Wednesday,20,4.88,0.94,438.33
2023-10-09,P18,Router,514.25,5,Monday,10,4.31,0.61,491.89
2023-06-23,P18,Router,570.28,5,Friday,0,4.83,0.95,582.4
2023-06-28,P18,Router,515.01,5,Wednesday,10,3.76,0.17,519.21
2023-12-17,P18,Router,451.37,80,Sunday,20,3.81,0.25,426.1
2024-07-29,P18,Router,509.46,5,Monday,10,3.65,0.13,491.97
2023-05-07,P18,Router,534.06,5,Sunday,5,4.95,0.94,560.34
2024-07-03,P18,Router,565.77,5,Wednesday,0,3.99,0.29,594.75
2024-06-26,P18,Router,499.14,5,Wednesday,10,3.66,0.01,523.07
2024-05-23,P18,Router,460.52,42,Thursday,20,4.52,0.63,488.74
2023-10-01,P18,Router,487.08,17,Sunday,15,3.94,0.31,498.77
2024-03-04,P18,Router,494.16,5,Monday,10,3.96,0.22,489.13
2024-02-12,P18,Router,559.87,5,Monday,0,4.9,0.96,560.77
2024-04-23,P18,Router,529.29,5,Tuesday,5,4.01,0.38,518.68
2023-08-21,P18,Router,528.29,5,Monday,5,4.34,0.56,508.05
2023-10-12,P18,Router,507.07,5,Thursday,10,4.71,0.77,496.2
2024-11-07,P18,Router,441.25,56,Thursday,20,4.23,0.42,430.19
2023-06-28,P18,Router,527.64,5,Wednesday,5,4.55,0.64,521.81
2024-05-09,P18,Router,508.71,5,Thursday,10,3.63,0.1,538.52
2023-06-16,P18,Router,541.77,5,Friday,5,4.75,0.85,533.16
2024-08-21,P18,Router,543.43,5,Wednesday,5,4.77,0.8,541.16
2023-11-01,P18,Router,475.56,28,Wednesday,15,4.4,0.52,461.93
2024-03-24,P18,Router,473.64,5,Sunday,15,4.27,0.46,481.52
2023-07-07,P18,Router,460.73,70,Friday,20,4.66,0.79,441.63
2024-02-18,P18,Router,486.48,5,Sunday,15,4.06,0.3,502.81
2023-02-06,P18,Router,452.9,5,Monday,20,3.63,0.02,439.3
2024-03-27,P18,Router,471.19,31,Wednesday,15,4.76,0.81,487.08
2023-01-31,P18,Router,476.09,5,Tuesday,15,3.73,0.06,486.02
2024-01-20,P18,Router,546.05,5,Saturday,0,3.74,0.19,537.2
2024-09-16,P18,Router,524.23,5,Monday,5,3.66,0.16,520.46
2024-07-02,P18,Router,547.56,5,Tuesday,0,3.91,0.28,556.16
2024-06-18,P18,Router,445.0,54,Tuesday,20,4.4,0.69,446.04
2024-03-24,P18,Router,525.11,5,Sunday,5,4.58,0.8,535.89
2024-01-28,P18,Router,568.48,5,Sunday,0,3.52,0.04,587.92
2023-02-06,P18,Router,537.21,5,Monday,5,3.96,0.3,557.11
2024-03-02,P18,Router,535.86,5,Saturday,5,4.32,0.62,542.44
2024-09-25,P18,Router,454.7,78,Wednesday,20,4.87,0.87,482.86
2024-04-24,P18,Router,566.49,5,Wednesday,0,4.17,0.54,592.74
2023-12-11,P18,Router,438.14,119,Monday,20,4.95,1.04,464.52
2023-03-17,P18,Router,548.03,5,Friday,0,4.26,0.47,523.41
2023-09-13,P18,Router,508.86,5,Wednesday,10,4.61,0.84,506.0
2024-02-15,P18,Router,558.57,5,Thursday,0,4.65,0.69,540.3
2023-03-23,P18,Router,538.04,5,Thursday,5,4.09,0.4,517.54
2023-03-15,P18,Router,458.07,12,Wednesday,20,4.66,0.77,438.45
2023-01-16,P18,Router,499.38,5,Monday,10,4.68,0.77,485.43
2024-12-06,P18,Router,487.53,31,Friday,15,4.56,0.78,495.64
2024-04-27,P18,Router,431.62,49,Saturday,20,4.72,0.74,409.96
2023-01-26,P18,Router,523.16,5,Thursday,5,4.8,0.83,520.94
2024-02-18,P18,Router,555.96,5,Sunday,0,3.66,0.09,578.91
2023-04-09,P18,Router,557.69,5,Sunday,0,4.86,1.0,533.97
2024-09-08,P18,Router,499.27,5,Sunday,10,4.81,0.79,499.93
2023-12-15,P18,Router,536.88,5,Friday,5,4.99,0.97,520.9
2024-09-30,P18,Router,435.94,83,Monday,20,4.33,0.65,462.3
2024-02-26,P18,Router,529.22,5,Monday,5,3.66,0.16,512.32
2024-10-28,P18,Router,542.74,5,Monday,5,4.73,0.88,565.79
2024-11-18,P18,Router,458.9,66,Monday,20,4.19,0.41,432.75
2024-10-22,P18,Router,525.01,5,Tuesday,5,4.22,0.48,549.05
2023-01-13,P18,Router,492.44,5,Friday,10,3.62,0.01,466.46
2023-09-28,P18,Router,512.76,5,Thursday,10,3.82,0.26,522.56
2023-10-01,P18,Router,484.9,73,Sunday,15,4.91,1.01,498.88
2023-12-15,P18,Router,528.42,5,Friday,5,3.75,0.17,540.11
2023-12-13,P18,Router,505.93,5,Wednesday,10,3.63,0.12,498.15
2024-08-23,P18,Router,500.2,5,Friday,10,4.66,0.75,530.19
2023-03-09,P18,Router,555.77,5,Thursday,0,4.53,0.61,533.97
2023-02-22,P18,Router,507.15,5,Wednesday,10,4.21,0.38,479.34
2023-11-01,P18,Router,438.38,89,Wednesday,20,4.94,0.97,439.83
2024-07-09,P18,Router,452.75,64,Tuesday,20,4.81,0.94,479.75
2024-03-13,P18,Router,563.11,5,Wednesday,0,3.89,0.25,551.56
2024-02-11,P18,Router,536.89,5,Sunday,5,3.94,0.27,517.2
2023-02-09,P18,Router,539.05,5,Thursday,5,3.58,0.08,538.75
2023-12-31,P18,Router,518.35,5,Sunday,5,4.82,0.95,503.72
2024-12-08,P18,Router,516.03,5,Sunday,5,4.04,0.39,540.06
2023-11-05,P18,Router,493.51,5,Sunday,10,4.05,0.36,479.63
2024-03-24,P18,Router,519.71,5,Sunday,5,4.76,0.75,545.66
2024-08-16,P18,Router,444.02,50,Friday,20,4.63,0.71,473.76
2024-07-26,P18,Router,523.41,5,Friday,5,3.99,0.41,497.98
2024-05-08,P18,Router,494.29,5,Wednesday,10,4.57,0.63,511.37
2023-01-13,P18,Router,530.95,5,Friday,5,3.73,0.09,515.95
2024-05-17,P18,Router,478.74,5,Friday,15,3.6,0.05,457.31
2023-09-28,P18,Router,437.16,5,Thursday,20,3.59,0.12,423.33
2023-11-25,P18,Router,515.36,5,Saturday,5,4.37,0.53,537.83
2024-07-21,P18,Router,487.08,5,Sunday,15,4.93,0.98,458.27
2023-01-10,P18,Router,431.86,78,Tuesday,20,4.33,0.65,427.93
2023-07-03,P18,Router,567.08,5,Monday,0,3.8,0.2,591.55
2023-02-11,P18,Router,541.86,5,Saturday,5,3.79,0.1,534.01
2023-05-04,P18,Router,509.15,5,Thursday,10,3.79,0.1,514.61
2023-12-05,P18,Router,543.0,5,Tuesday,5,4.88,1.01,514.33
2024-11-12,P18,Router,488.78,5,Tuesday,10,3.54,0.09,509.11
2023-05-29,P18,Router,559.29,5,Monday,0,4.09,0.42,530.99
2024-02-18,P18,Router,530.5,5,Sunday,5,4.65,0.74,504.2
2024-11-19,P18,Router,500.08,5,Tuesday,10,4.21,0.44,472.64
2023-08-07,P18,Router,539.95,5,Monday,5,4.8,0.94,530.27
2024-03-30,P18,Router,530.27,5,Saturday,5,3.8,0.26,529.45
2024-10-26,P18,Router,463.83,20,Saturday,15,3.95,0.23,450.14
2024-01-18,P18,Router,460.52,19,Thursday,15,4.66,0.7,450.02
2024-08-10,P18,Router,549.01,5,Saturday,0,3.6,0.12,578.34
2024-12-18,P18,Router,456.91,59,Wednesday,20,3.78,0.23,427.77
2024-07-02,P18,Router,549.24,5,Tuesday,0,5.0,0.9,572.44
2024-03-19,P18,Router,526.75,5,Tuesday,5,3.95,0.27,511.96
2023-04-07,P18,Router,538.39,5,Friday,5,3.87,0.28,541.42
2024-07-03,P18,Router,472.69,24,Wednesday,15,4.42,0.66,498.15
2023-09-04,P18,Router,533.87,5,Monday,5,3.75,0.2,505.61
2024-01-23,P18,Router,543.13,5,Tuesday,0,4.75,0.83,562.95
2023-02-21,P18,Router,459.22,5,Tuesday,15,3.8,0.26,485.09
2023-11-28,P18,Router,454.59,61,Tuesday,20,4.94,1.02,450.71
2023-08-23,P18,Router,538.49,5,Wednesday,5,4.88,0.83,559.04
2023-07-22,P18,Router,464.85,36,Saturday,15,4.24,0.57,445.17
2023-11-14,P18,Router,565.84,5,Tuesday,0,4.19,0.49,586.22
2023-03-23,P18,Router,508.47,5,Thursday,10,4.14,0.37,491.7
2023-04-11,P18,Router,549.06,5,Tuesday,0,4.84,0.84,574.09
2024-09-20,P18,Router,433.23,77,Friday,20,4.74,0.76,454.79
2023-02-04,P18,Router,494.73,5,Saturday,10,3.52,-0.03,472.13
2023-01-26,P18,Router,480.4,5,Thursday,15,4.74,0.8,466.36
2024-12-29,P18,Router,490.76,19,Sunday,10,4.66,0.75,507.01
2024-08-03,P18,Router,527.58,5,Saturday,5,4.84,0.89,532.15
2023-09-01,P18,Router,480.35,27,Friday,15,4.79,0.93,493.87
2024-10-02,P18,Router,557.83,5,Wednesday,0,3.64,0.15,581.52
2024-12-17,P18,Router,567.19,5,Tuesday,0,3.75,0.24,565.41
2024-02-02,P18,Router,513.55,5,Friday,10,3.87,0.23,502.63
2023-11-22,P18,Router,463.29,47,Wednesday,15,4.49,0.58,490.13
2023-01-08,P18,Router,474.04,79,Sunday,15,4.76,0.85,491.9
2024-03-02,P18,Router,557.94,5,Saturday,0,3.53,0.01,533.64
2023-10-07,P18,Router,543.67,5,Saturday,0,4.27,0.54,522.5
2024-01-27,P18,Router,507.48,5,Saturday,10,4.51,0.68,508.89
2023-04-02,P18,Router,489.69,5,Sunday,10,4.32,0.64,511.08
2024-05-28,P18,Router,546.4,5,Tuesday,0,4.66,0.87,568.67
2024-08-02,P18,Router,460.37,26,Friday,20,3.68,0.15,459.95
2024-01-03,P18,Router,486.82,5,Wednesday,15,4.71,0.88,486.03
2023-07-12,P18,Router,470.39,5,Wednesday,15,3.79,0.28,492.43
2023-01-27,P18,Router,536.9,5,Friday,5,3.51,0.09,534.91
2023-02-10,P18,Router,561.19,5,Friday,0,4.34,0.47,538.59
2024-12-24,P18,Router,519.04,5,Tuesday,5,4.64,0.72,498.9
2024-05-01,P18,Router,465.35,5,Wednesday,15,3.66,0.06,485.39
2023-01-17,P18,Router,476.16,5,Tuesday,15,4.36,0.6,502.8
2023-12-05,P18,Router,494.21,5,Tuesday,10,4.37,0.63,489.01
2023-04-19,P18,Router,472.54,5,Wednesday,15,4.42,0.61,484.47
2024-03-25,P18,Router,444.78,53,Monday,20,3.58,0.09,474.67
2023-07-27,P18,Router,442.5,71,Thursday,20,4.63,0.71,423.88
2023-04-08,P18,Router,452.3,72,Saturday,20,3.57,0.09,454.55
2023-11-02,P18,Router,471.77,5,Thursday,15,3.79,0.21,442.94
2024-10-25,P18,Router,474.25,18,Friday,15,4.23,0.4,458.32
2024-02-26,P18,Router,435.09,33,Monday,20,3.54,0.07,406.47
2024-07-12,P18,Router,460.55,5,Friday,15,4.56,0.63,481.44
2024-11-04,P18,Router,451.36,79,Monday,20,4.35,0.54,478.15
2023-11-08,P18,Router,435.81,87,Wednesday,20,3.73,0.09,434.45
2024-04-19,P18,Router,501.53,5,Friday,10,3.6,0.09,500.79
2024-08-23,P18,Router,516.64,5,Friday,5,4.88,0.84,520.01
2023-05-24,P18,Router,511.62,5,Wednesday,10,3.69,0.17,513.81
2024-08-20,P18,Router,445.29,68,Tuesday,20,4.35,0.55,450.7
2024-07-16,P18,Router,534.25,5,Tuesday,5,3.58,0.1,542.72
2024-11-04,P18,Router,503.08,5,Monday,10,4.67,0.76,515.73
2024-09-19,P18,Router,480.27,5,Thursday,15,3.86,0.3,469.05
2023-07-06,P18,Router,505.01,5,Thursday,10,4.95,0.89,512.79
2023-10-08,P18,Router,534.9,5,Sunday,5,3.85,0.32,548.7
2023-03-02,P18,Router,536.03,5,Thursday,5,4.67,0.81,547.59
2023-09-26,P18,Router,478.99,5,Tuesday,15,4.32,0.48,497.04
2024-08-17,P18,Router,445.68,48,Saturday,20,3.77,0.19,474.61
2024-03-31,P18,Router,543.33,5,Sunday,0,4.55,0.72,567.54
2023-04-28,P18,Router,543.6,5,Friday,5,3.78,0.18,536.92
2023-03-07,P18,Router,443.02,35,Tuesday,20,4.11,0.31,422.52
2023-12-28,P18,Router,485.13,5,Thursday,15,3.83,0.19,460.78
2023-11-24,P18,Router,471.77,59,Friday,15,4.66,0.81,478.77
2023-06-06,P18,Router,525.03,5,Tuesday,5,4.79,0.95,536.84
2024-09-10,P18,Router,457.81,11,Tuesday,20,3.87,0.2,437.99
2023-08-22,P18,Router,449.01,34,Tuesday,20,4.32,0.57,454.9
2023-01-26,P18,Router,563.86,5,Thursday,0,4.45,0.59,590.78
2023-06-05,P18,Router,554.07,5,Monday,0,3.8,0.1,535.5
2024-12-02,P18,Router,526.87,5,Monday,5,4.42,0.53,550.9
2024-10-24,P18,Router,546.69,5,Thursday,0,3.92,0.19,556.3
2024-11-08,P18,Router,477.05,5,Friday,15,3.67,0.02,488.89
2024-11-25,P18,Router,460.86,46,Monday,15,4.34,0.48,477.26
2023-08-16,P18,Router,489.29,5,Wednesday,10,4.3,0.57,477.97
2023-07-25,P18,Router,443.57,35,Tuesday,20,4.39,0.57,425.77
2024-06-10,P18,Router,474.57,5,Monday,15,3.85,0.16,448.45
2023-04-17,P18,Router,559.8,5,Monday,0,4.8,0.8,530.26
2024-04-16,P18,Router,475.52,5,Tuesday,15,4.67,0.81,459.24
2024-01-16,P18,Router,475.29,11,Tuesday,15,4.05,0.43,467.5
2024-01-31,P18,Router,523.0,5,Wednesday,5,4.23,0.59,511.51
2024-07-18,P18,Router,543.85,5,Thursday,5,4.38,0.61,516.89
2023-05-26,P18,Router,444.52,87,Friday,20,4.95,0.93,443.79
2023-03-13,P18,Router,453.85,40,Monday,20,4.89,0.9,450.9
2023-02-18,P18,Router,537.69,5,Saturday,5,4.66,0.83,523.57
2024-08-02,P18,Router,520.03,5,Friday,5,4.59,0.68,518.4
2023-10-22,P18,Router,566.23,5,Sunday,0,4.97,1.0,579.95
2024-12-16,P18,Router,458.65,23,Monday,20,3.56,0.05,451.97
2024-03-23,P18,Router,532.73,5,Saturday,5,3.53,0.12,538.65
2023-12-15,P18,Router,446.76,52,Friday,20,4.17,0.35,428.5
2023-02-23,P18,Router,491.38,5,Thursday,10,4.21,0.48,468.21
2023-10-09,P18,Router,539.59,9,Monday,5,4.65,0.83,525.21
2024-03-22,P18,Router,504.21,5,Friday,10,3.75,0.13,516.32
2023-06-11,P18,Router,536.94,5,Sunday,5,3.66,0.14,530.68
2023-12-10,P18,Router,514.0,5,Sunday,10,4.02,0.29,499.1
2023-06-23,P18,Router,442.09,5,Friday,20,3.74,0.24,412.89
2023-06-29,P18,Router,530.12,5,Thursday,5,4.46,0.58,531.01
2024-05-25,P18,Router,558.21,5,Saturday,0,3.69,0.08,581.18
2024-12-18,P18,Router,446.26,27,Wednesday,20,4.07,0.44,441.19
2024-04-16,P18,Router,530.62,5,Tuesday,5,4.24,0.56,559.15
2024-09-06,P18,Router,466.75,5,Friday,15,4.32,0.54,438.52
2024-08-10,P18,Router,456.66,31,Saturday,20,3.64,-0.0,459.74
2024-08-13,P18,Router,524.51,5,Tuesday,5,4.98,1.05,551.22
2023-09-26,P18,Router,491.72,5,Tuesday,10,4.92,0.85,485.98
2024-02-11,P18,Router,494.99,5,Sunday,10,3.76,0.18,477.66
2024-10-03,P18,Router,536.44,5,Thursday,5,3.56,-0.01,551.19
2023-05-22,P18,Router,485.72,5,Monday,15,3.95,0.34,476.46
2023-10-04,P18,Router,503.92,5,Wednesday,10,3.9,0.22,523.0
2023-07-10,P18,Router,545.11,5,Monday,0,3.96,0.4,560.59
2024-04-17,P18,Router,455.62,9,Wednesday,20,3.59,0.1,445.08
2023-02-14,P18,Router,482.37,5,Tuesday,15,4.46,0.66,466.35
2023-07-18,P18,Router,474.14,5,Tuesday,15,4.19,0.53,446.52
2024-05-28,P18,Router,510.47,5,Tuesday,10,4.58,0.79,493.1
2023-10-11,P18,Router,499.53,5,Wednesday,10,4.98,1.0,489.12
2023-05-07,P18,Router,558.18,5,Sunday,0,4.57,0.67,581.94
2024-09-09,P18,Router,545.17,5,Monday,0,4.83,0.93,528.87
2023-02-22,P18,Router,508.51,5,Wednesday,10,4.76,0.77,526.28
2024-05-08,P18,Router,510.25,5,Wednesday,10,4.95,0.92,520.98
2024-05-01,P18,Router,543.78,5,Wednesday,0,4.44,0.72,528.19
2023-06-30,P18,Router,487.45,5,Friday,10,4.37,0.64,466.45
2023-08-29,P18,Router,529.29,5,Tuesday,5,3.66,0.12,548.39
2024-08-15,P18,Router,454.75,8,Thursday,20,4.17,0.4,463.14
2024-03-05,P18,Router,482.29,5,Tuesday,15,4.13,0.38,461.7
2024-01-21,P18,Router,545.18,5,Sunday,0,3.91,0.33,520.08
2023-08-13,P18,Router,459.51,52,Sunday,20,3.68,0.06,439.82
2023-03-25,P18,Router,466.55,32,Saturday,15,4.26,0.52,446.63
